GEOID,NAME,Population,Median_Income,Education_Bach_Plus_Pct,Poverty_Rate_Pct,Unemployment_Rate_Pct
01001,"Autauga County, Alabama",58239.0,62660.0,28.131468672691472,13.578473784391765,2.7295825771324864
01003,"Baldwin County, Alabama",227131.0,64346.0,32.45028615173759,9.204904992581735,3.668494484399254
01005,"Barbour County, Alabama",25259.0,36422.0,11.153098082800778,26.47191011235955,8.624186145799978
01007,"Bibb County, Alabama",22412.0,54277.0,11.913807062340412,16.942857142857143,9.706818930493027
01009,"Blount County, Alabama",58884.0,52830.0,14.903609717714172,13.236630488829451,6.013001083423618
01011,"Bullock County, Alabama",10386.0,29063.0,11.691144394358005,30.934598304400485,2.997967479674797
01013,"Butler County, Alabama",19181.0,45236.0,14.039151225343694,18.177000529941704,6.5432098765432105
01015,"Calhoun County, Alabama",116425.0,50977.0,19.528300711411237,17.53843981146398,6.965586016143903
01017,"Chambers County, Alabama",34834.0,47232.0,13.653939101014984,15.07132459970888,3.1535477412088597
01019,"Cherokee County, Alabama",24975.0,43475.0,12.822738121067475,14.97337073626865,4.699815121144303
01021,"Chilton County, Alabama",44857.0,56243.0,13.535730660902601,15.723981900452488,6.397163871104292
01023,"Choctaw County, Alabama",12792.0,38581.0,11.712099989225297,21.566293739585813,6.053119209388512
01025,"Clarke County, Alabama",23346.0,44108.0,13.885303337635996,21.90612901822611,12.217194570135746
01027,"Clay County, Alabama",14184.0,45163.0,13.381482596047748,16.92627952049386,6.09714088873579
01029,"Cleburne County, Alabama",15046.0,48333.0,16.384127284780757,14.179204728640515,4.471679364027824
01031,"Coffee County, Alabama",53043.0,59034.0,22.680640433592345,15.940366972477063,4.775257731958763
01033,"Colbert County, Alabama",56789.0,52017.0,17.858380787323593,15.132058692752334,3.7554719299592962
01035,"Conecuh County, Alabama",11778.0,37986.0,12.452394691286786,12.968643490115884,4.671361502347418
01037,"Coosa County, Alabama",10442.0,50013.0,11.206368646662584,11.147540983606557,3.3186354142492456
01039,"Covington County, Alabama",37490.0,46186.0,15.805609174520269,18.03933286249796,7.031441906165561
01041,"Crenshaw County, Alabama",13300.0,43103.0,16.420644327119923,13.101071975497703,4.676778620440592
01043,"Cullman County, Alabama",87129.0,52690.0,16.477056948962236,12.218608433035195,4.397729244651578
01045,"Dale County, Alabama",49443.0,50052.0,18.68118788311611,16.710520820281502,7.171791566930584
01047,"Dallas County, Alabama",39162.0,34957.0,16.113834112238308,24.305195478585503,8.51694130716534
01049,"DeKalb County, Alabama",71554.0,44037.0,14.432754835770204,20.572197436442178,4.251918158567776
01051,"Elmore County, Alabama",87146.0,67597.0,24.5643675876234,10.281996188256432,4.68497576736672
01053,"Escambia County, Alabama",36879.0,38464.0,12.548607870586407,23.486297942483738,9.76051239209134
01055,"Etowah County, Alabama",103468.0,46984.0,18.009041043027647,16.01345537041383,6.113499570077386
01057,"Fayette County, Alabama",16365.0,43960.0,11.836841189772136,21.334907712385807,9.330453563714903
01059,"Franklin County, Alabama",32034.0,43633.0,14.273012307548319,18.066961465571698,4.622248226431654
01061,"Geneva County, Alabama",26604.0,43581.0,13.489954289358987,23.512424956303672,3.4432234432234434
01063,"Greene County, Alabama",7851.0,28826.0,12.703288760390313,39.79578648054802,9.99592003263974
01065,"Hale County, Alabama",14819.0,32294.0,15.787908820614469,24.912473398778058,6.905370843989769
01067,"Henry County, Alabama",17165.0,55870.0,21.578429765612196,14.394530078570146,4.93530745631586
01069,"Houston County, Alabama",106355.0,50222.0,22.22705583273291,17.665231319093923,5.205765615207855
01071,"Jackson County, Alabama",52548.0,43785.0,16.10225675568167,17.612336326405046,5.695540553389749
01073,"Jefferson County, Alabama",672550.0,58330.0,34.65632619974766,15.897475654952464,6.084453208686337
01075,"Lamar County, Alabama",13929.0,43324.0,9.951749095295536,16.275681188984407,4.937611408199643
01077,"Lauderdale County, Alabama",93342.0,50000.0,25.48178540345642,13.302275734610634,3.8086093775004
01079,"Lawrence County, Alabama",33089.0,51712.0,15.291647023528906,15.384145783095754,2.9690281238875045
01081,"Lee County, Alabama",172223.0,57191.0,38.62099703185306,19.924843725535066,4.249596557288865
01083,"Limestone County, Alabama",101217.0,70736.0,28.385361663780117,11.484871391505097,4.514653918104345
01085,"Lowndes County, Alabama",10334.0,31961.0,15.10249616510947,21.482646740733458,8.873974645786726
01087,"Macon County, Alabama",19490.0,39303.0,21.237738256639286,22.15404394576905,10.900868737355706
01089,"Madison County, Alabama",382149.0,71153.0,44.2866987234399,10.905656118324877,4.334749388598308
01091,"Marengo County, Alabama",19397.0,35379.0,19.70254523152407,22.316118935837245,5.370942812982999
01093,"Marion County, Alabama",29392.0,44551.0,12.611283027850511,17.47613117476131,5.917680973734785
01095,"Marshall County, Alabama",97179.0,52938.0,21.390407362796875,17.676425526592805,3.8977089076908453
01097,"Mobile County, Alabama",414620.0,51169.0,23.923576423576424,17.56578624981624,5.728964250539037
01099,"Monroe County, Alabama",20115.0,32631.0,12.886709454099663,22.168553459119497,11.827520951608543
01101,"Montgomery County, Alabama",229072.0,52511.0,33.35781163943455,19.624380449332513,6.420539833684812
01103,"Morgan County, Alabama",122608.0,56128.0,22.75740845602114,14.588315397900889,4.719356096869127
01105,"Perry County, Alabama",8702.0,27057.0,18.902877697841728,35.69258040010129,19.500984898227184
01107,"Pickens County, Alabama",19240.0,43389.0,13.299856527977044,22.671903460837886,6.959559317479511
01109,"Pike County, Alabama",33176.0,40106.0,27.75400793855353,23.77920672311708,4.428691746209994
01111,"Randolph County, Alabama",21984.0,47081.0,16.22428450905315,18.221248017908778,3.9655172413793105
01113,"Russell County, Alabama",58695.0,44065.0,17.265501592157058,21.943920707131863,6.023487323067351
01115,"St. Clair County, Alabama",90412.0,65070.0,18.491660623640318,12.054152564436345,4.8121870773319415
01117,"Shelby County, Alabama",220780.0,82592.0,44.79188731201017,6.9821424467376065,3.266938478718155
01119,"Sumter County, Alabama",12482.0,27099.0,19.46604458268533,31.553648068669528,6.962428359159414
01121,"Talladega County, Alabama",81850.0,45400.0,15.930129177344282,18.631903488684483,7.910422343324251
01123,"Tallapoosa County, Alabama",41284.0,50652.0,18.065173116089614,16.773527894465325,9.926262053318208
01125,"Tuscaloosa County, Alabama",223945.0,57508.0,30.644381223328594,15.803990802702995,5.252599432199823
01127,"Walker County, Alabama",65194.0,47442.0,14.08888496979851,16.931987164436098,6.98241654228403
01129,"Washington County, Alabama",15574.0,44512.0,13.562921244575755,16.68285732789327,6.380734751274389
01131,"Wilcox County, Alabama",10686.0,36385.0,10.972882303606374,27.41456877572509,14.035567715458278
01133,"Winston County, Alabama",23650.0,46096.0,13.4579219558063,19.301035979882215,4.853306812531079
02013,"Aleutians East Borough, Alaska",3409.0,72258.0,15.935334872979215,13.37260677466863,4.521963824289406
02016,"Aleutians West Census Area, Alaska",5251.0,90708.0,16.805627931214172,8.345063342047055,3.7303833290455364
02020,"Anchorage Municipality, Alaska",292545.0,88871.0,36.77216106604867,9.14993849250727,5.069152839181881
02050,"Bethel Census Area, Alaska",18514.0,57460.0,12.728179551122196,28.547836617857534,18.06345594741499
02060,"Bristol Bay Borough, Alaska",849.0,81563.0,22.08398133748056,3.5151515151515147,2.355460385438972
02063,"Chugach Census Area, Alaska",7015.0,87868.0,30.745721271393645,4.065393518518518,3.4492123845736016
02066,"Copper River Census Area, Alaska",2635.0,67439.0,29.756097560975608,11.378388697976327,7.627829002514669
02068,"Denali Borough, Alaska",2187.0,78750.0,39.43236714975845,15.710253998118532,2.5355596784168215
02070,"Dillingham Census Area, Alaska",4899.0,62115.0,19.562955254942768,18.043254376931,12.56446319737459
02090,"Fairbanks North Star Borough, Alaska",97149.0,78321.0,32.564432779616254,6.387026051070416,5.4151486829305515
02100,"Haines Borough, Alaska",2098.0,63355.0,25.64640111809923,16.747104247104247,3.711790393013101
02105,"Hoonah-Angoon Census Area, Alaska",2327.0,55990.0,22.344900105152472,8.8134135855546,14.965986394557824
02110,"Juneau City and Borough, Alaska",32240.0,90126.0,40.062207035528104,7.207745261371137,4.966962861699704
02122,"Kenai Peninsula Borough, Alaska",58711.0,70609.0,27.365666941227772,11.851298272446035,8.178122690317814
02130,"Ketchikan Gateway Borough, Alaska",13939.0,77820.0,26.385062748699113,9.355494266221513,4.595417825453582
02150,"Kodiak Island Borough, Alaska",13218.0,83765.0,29.179297181991693,7.762345679012346,5.093833780160858
02158,"Kusilvak Census Area, Alaska",8354.0,37975.0,2.920245398773006,36.64491177181532,24.602649006622517
02164,"Lake and Peninsula Borough, Alaska",986.0,49688.0,22.239747634069403,15.708418891170432,15.79961464354528
02170,"Matanuska-Susitna Borough, Alaska",106807.0,79300.0,23.714826064530918,10.656639589731814,7.273909421541338
02180,"Nome Census Area, Alaska",10070.0,63977.0,18.37424404126645,21.86886938564791,18.43093922651934
02185,"North Slope Borough, Alaska",10865.0,83992.0,15.598687027258457,8.558305211848518,9.13378399622701
02188,"Northwest Arctic Borough, Alaska",7776.0,68654.0,14.42890442890443,20.503503763301325,15.717029449423817
02195,"Petersburg Borough, Alaska",3368.0,71696.0,28.408195429472027,4.769001490312966,4.660766961651917
02198,"Prince of Wales-Hyder Census Area, Alaska",5886.0,55857.0,19.19942473633749,17.263843648208468,9.559322033898306
02220,"Sitka City and Borough, Alaska",8518.0,82083.0,33.24572930354796,6.874625074985002,5.0627784528149045
02230,"Skagway Municipality, Alaska",1329.0,75000.0,25.04708097928437,4.815650865312264,12.872340425531913
02240,"Southeast Fairbanks Census Area, Alaska",6849.0,68634.0,19.34690225900246,11.407910271546635,9.903941702550513
02275,"Wrangell City and Borough, Alaska",2162.0,54891.0,15.163147792706333,12.050443717888836,5.710814094775213
02282,"Yakutat City and Borough, Alaska",562.0,72083.0,10.309278350515463,7.295373665480427,1.5772870662460567
02290,"Yukon-Koyukuk Census Area, Alaska",5433.0,43405.0,12.9060074734119,23.211299015052962,12.72045028142589
04001,"Apache County, Arizona",66473.0,34788.0,12.827534110759641,33.899111431684595,9.030814603884878
04003,"Cochise County, Arizona",125092.0,55077.0,25.812317721736143,14.236292758661422,6.571773502609238
04005,"Coconino County, Arizona",144942.0,61888.0,38.739877955405,17.568602473404457,7.809482061889564
04007,"Gila County, Arizona",53211.0,51406.0,18.787539448233737,19.813926721657396,7.311204949425513
04009,"Graham County, Arizona",38145.0,57105.0,14.67603759461033,19.96892444035219,5.93006993006993
04011,"Greenlee County, Arizona",9542.0,67723.0,16.001388406803194,11.572950733199704,3.567292100996062
04012,"La Paz County, Arizona",16845.0,39732.0,11.819147322105902,20.15879750287896,7.724719101123595
04013,"Maricopa County, Arizona",4367186.0,72944.0,34.35641481651464,12.044164248709714,4.970813299200804
04015,"Mohave County, Arizona",211274.0,49738.0,14.627001332686437,15.99859454568208,7.381659686373819
04017,"Navajo County, Arizona",106609.0,46126.0,16.664752992507967,25.527607184520306,10.48497627833421
04019,"Pima County, Arizona",1035063.0,59215.0,34.37453524155999,15.123174322089586,6.17914266917976
04021,"Pinal County, Arizona",420625.0,65488.0,20.892033199552245,11.39558119225765,6.331198960653303
04023,"Santa Cruz County, Arizona",47463.0,45089.0,23.036131879714105,21.642233709007712,9.847602407299554
04025,"Yavapai County, Arizona",233789.0,56170.0,27.77418373835393,12.462476875283606,5.435314756639876
04027,"Yuma County, Arizona",202944.0,52563.0,15.68921646725806,18.32641946402667,8.029518925065558
05001,"Arkansas County, Arkansas",17273.0,55022.0,16.57490824157491,16.379361063717127,4.2791959551116046
05003,"Ashley County, Arkansas",19362.0,42683.0,12.019983595555887,20.591143258573137,5.028233396074214
05005,"Baxter County, Arkansas",41476.0,43530.0,18.605532398635845,14.016527313945835,5.397123202001251
05007,"Benton County, Arkansas",278774.0,76887.0,34.56419510061242,8.075611978552162,2.9744902287960633
05009,"Boone County, Arkansas",37445.0,48625.0,17.763509898341358,13.300760043431053,4.6408062814953706
05011,"Bradley County, Arkansas",10597.0,41972.0,12.522410701972142,14.75768827953918,5.446365143263083
05013,"Calhoun County, Arkansas",4811.0,55904.0,12.245491564863292,9.94239385534457,8.708414872798434
05015,"Carroll County, Arkansas",28154.0,53366.0,22.02097235462345,14.294945433658818,4.036384309266629
05017,"Chicot County, Arkansas",10405.0,33770.0,14.759628900759067,29.583077866339668,14.12859560067682
05019,"Clark County, Arkansas",21569.0,45351.0,27.8936929789766,20.3745007521137,3.6587810745789895
05021,"Clay County, Arkansas",14661.0,39817.0,13.99439451048613,18.778825635024436,6.403430937592429
05023,"Cleburne County, Arkansas",24848.0,48400.0,16.981743545425086,15.075581632237297,6.304176516942474
